answer,answer_opt,no_of_options,question
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span><img align=""top"" alt=""Image of a three-dimensional box flattened out. 1 large rectangle divided into 2 squares separated by a small rectangle. 3 small rectangles butt up against the second square."" height=""228"" src=""./MathMed_files/ItemResource(120)"" title=""Image of a three-dimensional box flattened out. 1 large rectangle divided into 2 squares separated by a small rectangle. 3 small rectangles butt up against the second square."" width=""195""/></span></span></div>
</div>",D,5.0,"<div class=""questionwrapper""><div class=""question""><br>49. <div class=""paragraph""><div class=""stdaln_img""><img alt=""Three-dimensional image of a box. The box has six faces, 2 squares and 4 rectangles."" class=""inln_img"" height=""86"" src=""./MathMed_files/ItemResource(114)"" title=""Three-dimensional image of a box. The box has six faces, 2 squares and 4 rectangles."" width=""92""/></div></div><div class=""paragraph"">The box pictured above has six faces that do not overlap. The box will unfold into one of the figures below. Which figure is it?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img align=""top"" alt=""Image of a three-dimensional box flattened out. Image shows 2 large rectangles, each divided into a rectangle and a square, with a rectangle between the squares and a rectangle on the side of a square."" height=""98"" src=""./MathMed_files/ItemResource(115)"" title=""Image of a three-dimensional box flattened out. Image shows 2 large rectangles, each divided into a rectangle and a square, with a rectangle between the squares and a rectangle on the side of a square."" width=""195""/></span></span></div>
<div>B. <span class=""itemtext""><span><img align=""top"" alt=""Image of a three-dimensional box flattened out. 1 large rectangle divided into a rectangle and a square, next to a small rectangle, next to a square, next to two rectangles."" height=""153"" src=""./MathMed_files/ItemResource(116)"" title=""Image of a three-dimensional box flattened out. 1 large rectangle divided into a rectangle and a square, next to a small rectangle, next to a square, next to two rectangles."" width=""195""/></span></span></div>
<div>C. <span class=""itemtext""><span><img align=""top"" alt=""Image of a three-dimensional box flattened out. 1 large rectangle divided into 2 squares separated by 3 rectangles. An extra rectangle is connected to the middle rectangle."" height=""153"" src=""./MathMed_files/ItemResource(117)"" title=""Image of a three-dimensional box flattened out. 1 large rectangle divided into 2 squares separated by 3 rectangles. An extra rectangle is connected to the middle rectangle."" width=""217""/></span></span></div>
<div>D. <span class=""itemtext""><span><img align=""top"" alt=""Image of a three-dimensional box flattened out. 1 large rectangle divided into 2 squares separated by a small rectangle. 3 small rectangles butt up against the second square."" height=""228"" src=""./MathMed_files/ItemResource(118)"" title=""Image of a three-dimensional box flattened out. 1 large rectangle divided into 2 squares separated by a small rectangle. 3 small rectangles butt up against the second square."" width=""195""/></span></span></div>
<div>E. <span class=""itemtext""><span><img align=""top"" alt=""Image of a three-dimensional box flattened out. 1 large rectangle divided into 2 squares separated by 3 rectangles. An extra rectangle in below the first square."" height=""98"" src=""./MathMed_files/ItemResource(119)"" title=""Image of a three-dimensional box flattened out. 1 large rectangle divided into 2 squares separated by 3 rectangles. An extra rectangle in below the first square."" width=""217""/></span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2011-8M9 #7 M166701</span></div></div>"
"<div class=""answer"">The correct answer is:<div class=""dist_rt"" style=""width:132px"">D. <span class=""itemtext""><span class=""dist_rt"" style=""width:132px"">1,050 square meters</span></span></div>
</div>",D,5.0,"<div class=""questionwrapper""><div class=""question""><br>50. <div class=""paragraph""><div class=""stdaln_img""><img alt=""Graph showing dimensions of river property. Each square on the graph represents 25 square meters."" class=""inln_img"" height=""375"" src=""./MathMed_files/ItemResource(121)"" title=""Graph showing dimensions of river property. Each square on the graph represents 25 square meters."" width=""362""/></div></div><div class=""paragraph"">On the scale drawing above, the shaded area represents a piece of property along the river. Which of the following measurements is the best estimate of the area of the property?</div></br></div><div class=""distractors""><div class=""dist_rt"" style=""width:132px"">A. <span class=""itemtext""><span class=""dist_rt"" style=""width:132px"">750 square meters</span></span></div>
<div class=""dist_rt"" style=""width:132px"">B. <span class=""itemtext""><span class=""dist_rt"" style=""width:132px"">850 square meters</span></span></div>
<div class=""dist_rt"" style=""width:132px"">C. <span class=""itemtext""><span class=""dist_rt"" style=""width:132px"">900 square meters</span></span></div>
<div class=""dist_rt"" style=""width:132px"">D. <span class=""itemtext""><span class=""dist_rt"" style=""width:132px"">1,050 square meters</span></span></div>
<div class=""dist_rt"" style=""width:132px"">E. <span class=""itemtext""><span class=""dist_rt"" style=""width:132px"">1,200 square meters</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2011-8M9 #9 M166801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span><img alt=""2 times (m plus k) equals 1,523"" height=""20"" src=""./MathMed_files/ItemResource(127)"" style=""padding: 0px !important; vertical-align:middle;"" title=""2 times (m plus k) equals 1,523"" width=""74"">                  1,523                </img></span></span></div>
</div>",A,5.0,"<div class=""questionwrapper""><div class=""question""><br>51. <div class=""paragraph"">
              A rectangle has a width of
              <span class=""inline_variable"">m</span>
              inches and a length of
              <span class=""inline_variable"">k</span>
              inches. If the perimeter of the rectangle is 1,523 inches, which of the following equations is true?
            </div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""2 times (m plus k) equals 1,523"" height=""20"" src=""./MathMed_files/ItemResource(122)"" style=""padding: 0px !important; vertical-align:middle;"" title=""2 times (m plus k) equals 1,523"" width=""74"">                  1,523                </img></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""2m plus k equals 1,523"" height=""20"" src=""./MathMed_files/ItemResource(123)"" style=""padding: 0px !important; vertical-align:middle;"" title=""2m plus k equals 1,523"" width=""62"">                  1,523                </img></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""m plus k equals 1,523"" height=""20"" src=""./MathMed_files/ItemResource(124)"" style=""padding: 0px !important; vertical-align:middle;"" title=""m plus k equals 1,523"" width=""54"">                  1,523                </img></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""mk equals 1,523"" height=""20"" src=""./MathMed_files/ItemResource(125)"" style=""padding: 0px !important; vertical-align:middle;"" title=""mk equals 1,523"" width=""36"">                  1,523                </img></span></span></div>
<div>E. <span class=""itemtext""><span><img alt=""m squared times k squared equals 1,523"" height=""20"" src=""./MathMed_files/ItemResource(126)"" style=""padding-top:0px; padding-bottom:3px; vertical-align:middle;"" title=""m squared times k squared equals 1,523"" width=""50"">                  1,523                </img></span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2011-8M9 #10 M170701</span></div></div>"
"<div class=""answer"">The correct answer is:<div class=""dist_rt"" style=""width:72px"">D. <span class=""itemtext""><span class=""dist_rt"" style=""width:72px"">18 inches</span></span></div>
</div>",D,5.0,"<div class=""questionwrapper""><div class=""question""><br>52. <div class=""paragraph"">What is the radius of the largest circle that can be drawn on a 36-by-36-inch square piece of poster board?</div></br></div><div class=""distractors""><div class=""dist_rt"" style=""width:72px"">A. <span class=""itemtext""><span class=""dist_rt"" style=""width:72px"">3 inches</span></span></div>
<div class=""dist_rt"" style=""width:72px"">B. <span class=""itemtext""><span class=""dist_rt"" style=""width:72px"">6 inches</span></span></div>
<div class=""dist_rt"" style=""width:72px"">C. <span class=""itemtext""><span class=""dist_rt"" style=""width:72px"">9 inches</span></span></div>
<div class=""dist_rt"" style=""width:72px"">D. <span class=""itemtext""><span class=""dist_rt"" style=""width:72px"">18 inches</span></span></div>
<div class=""dist_rt"" style=""width:72px"">E. <span class=""itemtext""><span class=""dist_rt"" style=""width:72px"">36 inches</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2011-8M9 #12 M124901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>Liter</span></span></div>
</div>",C,5.0,"<div class=""questionwrapper""><div class=""question""><br>53. <div class=""paragraph"">Which of the following is a unit of volume?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Acre</span></span></div>
<div>B. <span class=""itemtext""><span>Gram</span></span></div>
<div>C. <span class=""itemtext""><span>Liter</span></span></div>
<div>D. <span class=""itemtext""><span>Meter</span></span></div>
<div>E. <span class=""itemtext""><span>Ton</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2011-8M12 #2 M152801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>17 x 7 = 119</span></span></div>
</div>",A,5.0,"<div class=""questionwrapper""><div class=""question""><br>54. <div class=""paragraph"">Which of the following true statements proves that 119 is <span class=""stressed_text_3"">not</span> a prime number?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>17 x 7 = 119</span></span></div>
<div>B. <span class=""itemtext""><span>119 x 1 = 119</span></span></div>
<div>C. <span class=""itemtext""><span>119 is greater than 100.</span></span></div>
<div>D. <span class=""itemtext""><span>119 is an odd number.</span></span></div>
<div>E. <span class=""itemtext""><span>119 is not divisible by 3.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2011-8M12 #3 M152901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span><img alt=""x plus 2x equals 18"" height=""20"" src=""./MathMed_files/ItemResource(133)"" style=""padding: 0px !important; vertical-align:middle;"" title=""x plus 2x equals 18"" width=""77""/></span></span></div>
</div>",C,5.0,"<div class=""questionwrapper""><div class=""question""><br>55. <div class=""paragraph"">Robert has <span class=""inline_variable"">x</span> books. Marie has twice as many books as Robert has. Together they have 18 books. Which of the following equations can be used to find the number of books that Robert has?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""x plus 2 equals 18"" height=""20"" src=""./MathMed_files/ItemResource(128)"" style=""padding: 0px !important; vertical-align:middle;"" title=""x plus 2 equals 18"" width=""69""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""x plus x plus 2 equals 18"" height=""20"" src=""./MathMed_files/ItemResource(129)"" style=""padding: 0px !important; vertical-align:middle;"" title=""x plus x plus 2 equals 18"" width=""95""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""x plus 2x equals 18"" height=""20"" src=""./MathMed_files/ItemResource(130)"" style=""padding: 0px !important; vertical-align:middle;"" title=""x plus 2x equals 18"" width=""77""/></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""2x equals 18"" height=""20"" src=""./MathMed_files/ItemResource(131)"" style=""padding: 0px !important; vertical-align:middle;"" title=""2x equals 18"" width=""52""/></span></span></div>
<div>E. <span class=""itemtext""><span><img alt=""2x plus 2x equals 18"" height=""20"" src=""./MathMed_files/ItemResource(132)"" style=""padding: 0px !important; vertical-align:middle;"" title=""2x plus 2x equals 18"" width=""86""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2011-8M12 #5 M153101</span></div></div>"
"<div class=""answer"">The correct answer is:<div class=""dist_rt"" style=""width:75px"">E. <span class=""itemtext""><span class=""dist_rt"" style=""width:75px"">39 AU</span></span></div>
</div>",E,5.0,"<div class=""questionwrapper""><div class=""question""><br>56. <div class=""paragraph"">The table below shows the distance of eight planets and the dwarf planet Pluto from the sun, to the nearest million kilometers.</div><div class=""stdaln_stmt""><img align=""middle"" alt=""Table consisting of two columns labeled 'planet' and 'distance from sun in millions of kilometers). Table contains the following data: Mercury 58; Venus 108; Earth 150; Mars 228; Jupiter 778; Saturn 1,427; Uranus 2,871; Neptune 4,497; Pluto 5,914."" height=""215"" src=""./MathMed_files/ItemResource(134)"" title=""Table consisting of two columns labeled 'planet' and 'distance from sun in millions of kilometers). Table contains the following data: Mercury 58; Venus 108; Earth 150; Mars 228; Jupiter 778; Saturn 1,427; Uranus 2,871; Neptune 4,497; Pluto 5,914."" width=""315""/></div><div class=""paragraph"">              One astronomical unit (AU) is defined as the distance between Earth and the Sun (1 AU              <img alt="""" height=""20"" src=""./MathMed_files/ItemResource(135)"" style=""padding: 0px !important; vertical-align:middle;"" title="""" width=""11"">              150 million kilometers). To the nearest whole number, how many astronomical units is Pluto from the Sun?            </img></div></br></div><div class=""distractors""><div class=""dist_rt"" style=""width:75px"">A. <span class=""itemtext""><span class=""dist_rt"" style=""width:75px"">6,064 AU</span></span></div>
<div class=""dist_rt"" style=""width:75px"">B. <span class=""itemtext""><span class=""dist_rt"" style=""width:75px"">5,914 AU</span></span></div>
<div class=""dist_rt"" style=""width:75px"">C. <span class=""itemtext""><span class=""dist_rt"" style=""width:75px"">5,764 AU</span></span></div>
<div class=""dist_rt"" style=""width:75px"">D. <span class=""itemtext""><span class=""dist_rt"" style=""width:75px"">150 AU</span></span></div>
<div class=""dist_rt"" style=""width:75px"">E. <span class=""itemtext""><span class=""dist_rt"" style=""width:75px"">39 AU</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2011-8M12 #11 M153701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>E. <span class=""itemtext""><span>Eight</span></span></div>
</div>",E,5.0,"<div class=""questionwrapper""><div class=""question""><br>57. <div class=""paragraph""><div class=""stdaln_img""><img alt=""Image of a pyramid with a square base. "" class=""inln_img"" height=""131"" src=""./MathMed_files/ItemResource(136)"" title=""Image of a pyramid with a square base. "" width=""132""/></div></div><div class=""paragraph"">The figure above shows a pyramid with a square base. How many edges does the pyramid have?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Three</span></span></div>
<div>B. <span class=""itemtext""><span>Four</span></span></div>
<div>C. <span class=""itemtext""><span>Five</span></span></div>
<div>D. <span class=""itemtext""><span>Seven</span></span></div>
<div>E. <span class=""itemtext""><span>Eight</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2011-8M12 #14 M154001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>It is emptying at a rate of 50 gallons per hour.</span></span></div>
</div>",D,5.0,"<div class=""questionwrapper""><div class=""question""><br>58. <div class=""paragraph"">                The number of gallons of water,                <span class=""inline_variable"">y</span>                , in a tank after                <span class=""inline_variable"">x</span>                hours may be modeled by the linear equation  <span class=""inline_variable"">y</span> = 800 - 50<span class=""inline_variable"">x</span>                . Which of the following statements about the tank is true?              </div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>It is filling at a rate of 800 gallons per hour.</span></span></div>
<div>B. <span class=""itemtext""><span>It is filling at a rate of 50 gallons per hour.</span></span></div>
<div>C. <span class=""itemtext""><span>It is emptying at a rate of 16 gallons per hour.</span></span></div>
<div>D. <span class=""itemtext""><span>It is emptying at a rate of 50 gallons per hour.</span></span></div>
<div>E. <span class=""itemtext""><span>It is emptying at a rate of 800 gallons per hour.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2011-8M12 #15 M154101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Only <span class=""stressed_text_2"">R</span></span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""stimulus""><div class=""stimlabel"">Additional Material</div><div class=""paragraph""><div class=""prose1""><div class=""paragraph""><img align=""middle"" alt=""Six equilateral parallelograms labeled R; six triangles labeled T; and 6 triangles labeled X."" height=""450"" src=""./MathMed_files/ItemResource(137)"" title=""Six equilateral parallelograms labeled R; six triangles labeled T; and 6 triangles labeled X."" width=""500""/></div></div></div></div><div class=""paragraph"">Question refers to pieces <span class=""stressed_text_2"">R</span>, <span class=""stressed_text_2"">T</span> and <span class=""stressed_text_2"">X</span>.<div class=""prose1""><div class=""paragraph""></div></div></div><br>59. <div class=""paragraph""><div class=""paragraph"">You will need one piece labeled <span class=""stressed_text_2"">X</span>, one piece labeled <span class=""stressed_text_2"">T</span>, and one piece labeled <span class=""stressed_text_2"">R</span> to answer this question.</div></div><div class=""paragraph"">Which of the pieces has an angle greater than a right angle?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Only <span class=""stressed_text_2"">X</span></span></span></div>
<div>B. <span class=""itemtext""><span>Only <span class=""stressed_text_2"">R</span></span></span></div>
<div>C. <span class=""itemtext""><span>Only <span class=""stressed_text_2"">T</span></span></span></div>
<div>D. <span class=""itemtext""><span>Both <span class=""stressed_text_2"">R</span> and <span class=""stressed_text_2"">T</span></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2009-4M5 #5 M085601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Only <span class=""stressed_text_2"">R</span></span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""stimulus""><div class=""stimlabel"">Additional Material</div><div class=""paragraph""><div class=""prose1""><div class=""paragraph""><img align=""middle"" alt=""Six equilateral parallelograms labeled R; six triangles labeled T; and 6 triangles labeled X."" height=""450"" src=""./MathMed_files/ItemResource(137)"" title=""Six equilateral parallelograms labeled R; six triangles labeled T; and 6 triangles labeled X."" width=""500""/></div></div></div></div><div class=""paragraph"">Question refers to pieces <span class=""stressed_text_2"">R</span>, <span class=""stressed_text_2"">T</span> and <span class=""stressed_text_2"">X</span>.<div class=""prose1""><div class=""paragraph""></div></div></div><br>60. <div class=""paragraph""><div class=""paragraph"">You will need one piece labeled <span class=""stressed_text_2"">X</span>, one piece labeled <span class=""stressed_text_2"">T</span>, and one piece labeled <span class=""stressed_text_2"">R</span> to answer this question.</div></div><div class=""paragraph"">Which of the pieces has an angle greater than a right angle?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Only <span class=""stressed_text_2"">X</span></span></span></div>
<div>B. <span class=""itemtext""><span>Only <span class=""stressed_text_2"">R</span></span></span></div>
<div>C. <span class=""itemtext""><span>Only <span class=""stressed_text_2"">T</span></span></span></div>
<div>D. <span class=""itemtext""><span>Both <span class=""stressed_text_2"">R</span> and <span class=""stressed_text_2"">T</span></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2009-4M5 #5 M085601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>16,000 kilograms</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>61. <div class=""paragraph"">A loaded trailer truck weighs 26,643 kilograms. When the trailer truck is empty, it weighs 10,547 kilograms. About how much does the load weigh?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>14,000 kilograms</span></span></div>
<div>B. <span class=""itemtext""><span>16,000 kilograms</span></span></div>
<div>C. <span class=""itemtext""><span>18,000 kilograms</span></span></div>
<div>D. <span class=""itemtext""><span>36,000 kilograms</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2009-4M5 #9 M046301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span><img align=""top"" alt=""Two rows of 4 blocks each, 6 of which are shaded."" height=""67"" src=""./MathMed_files/ItemResource(144)"" title=""Two rows of 4 blocks each, 6 of which are shaded."" width=""132""/></span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>62. <div class=""paragraph"">Which picture shows that <img align=""middle"" alt=""3/4"" height=""33"" src=""./MathMed_files/ItemResource(138)"" title=""3/4"" width=""14""> is the same as <img align=""middle"" alt=""6/8 ?"" height=""33"" src=""./MathMed_files/ItemResource(139)"" title=""6/8 ?"" width=""21""/></img></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img align=""top"" alt=""Two rows of 4 blocks each, 6 of which are shaded."" height=""67"" src=""./MathMed_files/ItemResource(140)"" title=""Two rows of 4 blocks each, 6 of which are shaded."" width=""132""/></span></span></div>
<div>B. <span class=""itemtext""><span><img align=""top"" alt=""Two rows of 5 blocks each, 6 of which are shaded."" height=""67"" src=""./MathMed_files/ItemResource(141)"" title=""Two rows of 5 blocks each, 6 of which are shaded."" width=""165""/></span></span></div>
<div>C. <span class=""itemtext""><span><img align=""top"" alt=""Rectangle with 4 small circles, 3 of which are shaded."" height=""96"" src=""./MathMed_files/ItemResource(142)"" title=""Rectangle with 4 small circles, 3 of which are shaded."" width=""72""/></span></span></div>
<div>D. <span class=""itemtext""><span><img align=""top"" alt=""Two rows of 4 blocks each; 3 blocks in the top row are shaded."" height=""67"" src=""./MathMed_files/ItemResource(143)"" title=""Two rows of 4 blocks each; 3 blocks in the top row are shaded."" width=""132""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2009-4M5 #11 M046501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>1<img align=""top"" alt=""3/4"" height=""29"" src=""./MathMed_files/ItemResource(150)"" title=""3/4"" width=""11""/></span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>63. <div class=""paragraph""><div class=""paragraph""><div class=""stdaln_img""><img alt=""Number line from zero to 2 with 8 equal spaces. Point P is on the tick mark before 2."" class=""inln_img"" height=""48"" src=""./MathMed_files/ItemResource(145)"" title=""Number line from zero to 2 with 8 equal spaces. Point P is on the tick mark before 2."" width=""181""/></div></div><div class=""paragraph""></div><div class=""paragraph""></div></div><div class=""paragraph"">On the number line, what number does <span class=""stressed_text_2"">P</span> represent?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>  <img align=""top"" alt=""2/3"" height=""29"" src=""./MathMed_files/ItemResource(146)"" title=""2/3"" width=""10""/></span></span></div>
<div>B. <span class=""itemtext""><span>  <img align=""top"" alt=""3/4"" height=""29"" src=""./MathMed_files/ItemResource(147)"" title=""3/4"" width=""11""/></span></span></div>
<div>C. <span class=""itemtext""><span>1<img align=""top"" alt=""2/3"" height=""29"" src=""./MathMed_files/ItemResource(148)"" title=""2/3"" width=""11""/></span></span></div>
<div>D. <span class=""itemtext""><span>1<img align=""top"" alt=""3/4"" height=""29"" src=""./MathMed_files/ItemResource(149)"" title=""3/4"" width=""11""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2009-4M10 #7 M137801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>95 R1</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>64. <div class=""paragraph"">Divide: <img alt=""476 divided by 5."" height=""20"" src=""./MathMed_files/ItemResource(151)"" style=""padding: 0px !important; vertical-align:middle;"" title=""476 divided by 5."" width=""41""/></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>85 R1</span></span></div>
<div>B. <span class=""itemtext""><span>95 R1</span></span></div>
<div>C. <span class=""itemtext""><span>96</span></span></div>
<div>D. <span class=""itemtext""><span>135 R1</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2009-4M10 #12 M138301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>one piece labeled <span class=""stressed_text_2"">R</span></span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""stimulus""><div class=""stimlabel"">Additional Material</div><div class=""paragraph""><div class=""prose1""><div class=""paragraph""><img align=""middle"" alt=""Six equilateral parallelograms labeled R; six triangles labeled T; and 6 triangles labeled X."" height=""450"" src=""./MathMed_files/ItemResource(152)"" title=""Six equilateral parallelograms labeled R; six triangles labeled T; and 6 triangles labeled X."" width=""500""/></div></div></div></div><br>65. <div class=""paragraph"">You will need pieces labeled <span class=""stressed_text_2"">R</span>, <span class=""stressed_text_2"">T</span>, and <span class=""stressed_text_2"">X</span> to answer this question.<div class=""paragraph""><div class=""stdaln_img""><img alt=""Image of a trapezoid composed from 3 triangles: one equilateral triangle labeled T, and 2 right triangles labeled X"" class=""inln_img"" height=""192"" src=""./MathMed_files/ItemResource(153)"" title=""Image of a trapezoid composed from 3 triangles: one equilateral triangle labeled T, and 2 right triangles labeled X"" width=""331""/></div></div><div class=""paragraph""></div><div class=""paragraph""></div></div><div class=""paragraph"">The figure above is made of one piece labeled <span class=""stressed_text_2"">T</span> and two pieces labeled <span class=""stressed_text_2"">X</span>. This figure has the same total area as</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>one piece labeled <span class=""stressed_text_2"">R</span></span></span></div>
<div>B. <span class=""itemtext""><span>two pieces labeled <span class=""stressed_text_2"">X</span></span></span></div>
<div>C. <span class=""itemtext""><span>three pieces labeled <span class=""stressed_text_2"">X</span></span></span></div>
<div>D. <span class=""itemtext""><span>one piece labeled <span class=""stressed_text_2"">R</span> and one piece labeled <span class=""stressed_text_2"">T</span></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2009-8M5 #4 M085501</span></div></div>"
"<div class=""answer"">The correct answer is:<div class=""dist_rt"" style=""width:80px"">C. <span class=""itemtext""><span class=""dist_rt"" style=""width:80px"">  1:15 p.m.</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>66. <div class=""paragraph"">A turkey is put in the oven at 10:30 a.m. If the turkey takes <img alt=""2 and 3/4"" height=""33"" src=""./MathMed_files/ItemResource(154)"" style=""padding-top:0px; padding-bottom:3px; vertical-align:middle;"" title=""2 and 3/4"" width=""22""> hours to cook, at what time should it be taken out of the oven?</img></div></br></div><div class=""distractors""><div class=""dist_rt"" style=""width:80px"">A. <span class=""itemtext""><span class=""dist_rt"" style=""width:80px"">12:15 p.m.</span></span></div>
<div class=""dist_rt"" style=""width:80px"">B. <span class=""itemtext""><span class=""dist_rt"" style=""width:80px"">12:45 p.m.</span></span></div>
<div class=""dist_rt"" style=""width:80px"">C. <span class=""itemtext""><span class=""dist_rt"" style=""width:80px"">  1:15 p.m.</span></span></div>
<div class=""dist_rt"" style=""width:80px"">D. <span class=""itemtext""><span class=""dist_rt"" style=""width:80px"">  1:45 p.m.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2009-8M5 #12 M047101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>13</span></span></div>
</div>",C,5.0,"<div class=""questionwrapper""><div class=""question""><br>67. <div class=""paragraph""><div class=""paragraph""><div class=""stdaln_img""><img alt=""Right triangle with one leg of 12 units and one leg of 5 units."" class=""inln_img"" height=""96"" src=""./MathMed_files/ItemResource(155)"" title=""Right triangle with one leg of 12 units and one leg of 5 units."" width=""173""/></div></div></div><div class=""paragraph"">In the right triangle above, what is the length of <span class=""stressed_text_2"">AB</span> ?</div></br></div><div class=""distractors""><div class=""dist_rt"" style=""width:45px"">A. <span class=""itemtext""><span class=""dist_rt"" style=""width:45px"">  8.5</span></span></div>
<div>B. <span class=""itemtext""><span>12</span></span></div>
<div>C. <span class=""itemtext""><span>13</span></span></div>
<div>D. <span class=""itemtext""><span>17</span></span></div>
<div>E. <span class=""itemtext""><span>30</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2009-8M5 #15 M019601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>E. <span class=""itemtext""><span>2<span class=""stressed_text_2"">w</span> - 3 </span></span></div>
</div>",E,5.0,"<div class=""questionwrapper""><div class=""question""><br>68. <div class=""paragraph"">The length of a rectangle is 3 feet less than twice the width, <span class=""stressed_text_2"">w</span> (in feet). What is the length of the rectangle in terms of <span class=""stressed_text_2"">w</span> ?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>3 - 2<span class=""stressed_text_2"">w</span></span></span></div>
<div>B. <span class=""itemtext""><span>2(<span class=""stressed_text_2"">w</span> + 3) </span></span></div>
<div>C. <span class=""itemtext""><span>2(<span class=""stressed_text_2"">w</span> - 3)</span></span></div>
<div>D. <span class=""itemtext""><span>2<span class=""stressed_text_2"">w</span> + 3 </span></span></div>
<div>E. <span class=""itemtext""><span>2<span class=""stressed_text_2"">w</span> - 3 </span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2009-8M10 #8 M142701</span></div></div>"
